Layer Name                                                  	Shape               	Device    	Real Precision
_orig_mod.vit_model.vision_model.encoder.layers.1.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.1.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.1.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.1.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.1.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.2.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.2.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.2.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.2.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.2.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.2.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.2.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.2.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.2.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.2.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.2.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.2.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.2.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.2.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.2.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.2.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.3.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.3.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.3.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.3.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.3.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.3.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.3.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.3.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.3.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.3.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.3.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.3.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.3.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.3.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.3.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.3.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.4.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.4.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.4.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.4.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.4.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.4.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.4.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.4.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.4.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.4.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.4.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.4.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.4.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.4.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.4.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.4.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.5.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.5.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.5.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.5.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.5.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.5.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.5.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.5.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.5.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.5.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.5.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.5.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.5.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.5.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.5.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.5.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.6.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.6.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.6.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.6.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.6.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.6.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.6.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.6.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.6.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.6.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.6.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.6.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.6.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.6.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.6.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.6.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.7.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.7.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.7.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.7.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.7.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.7.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.7.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.7.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.7.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.7.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.7.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.7.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.7.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.7.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.7.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.7.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.8.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.8.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.8.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.8.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.8.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.8.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.8.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.8.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.8.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.8.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.8.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.8.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.8.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.8.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.8.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.8.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.9.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.9.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.9.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.9.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.9.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.9.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.9.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.9.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.9.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.9.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.9.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.9.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.9.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.9.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.9.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.9.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.10.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.10.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.10.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.10.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.10.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.10.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.10.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.10.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.10.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.10.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.10.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.10.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.10.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.10.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.10.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.10.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.11.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.11.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.11.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.11.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.11.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.11.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.11.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.11.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.11.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.11.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.11.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.11.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.11.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.11.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.11.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.11.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.12.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.12.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.12.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.12.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.12.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.12.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.12.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.12.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.12.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.12.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.12.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.12.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.12.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.12.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.12.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.12.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.13.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.13.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.13.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.13.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.13.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.13.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.13.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.13.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.13.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.13.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.13.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.13.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.13.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.13.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.13.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.13.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.14.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.14.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.14.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.14.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.14.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.14.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.14.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.14.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.14.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.14.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.14.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.14.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.14.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.14.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.14.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.14.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.15.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.15.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.15.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.15.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.15.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.15.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.15.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.15.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.15.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.15.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.15.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.15.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.15.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.15.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.15.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.15.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.16.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.16.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.16.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.16.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.16.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.16.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.16.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.16.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.16.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.16.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.16.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.16.mlp.fc1.bias	[4304]              	cuda:1    	BF16
