Layer Name                                                  	Shape               	Device    	Real Precision
_orig_mod.vit_model.vision_model.encoder.layers.16.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.16.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.16.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.16.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.17.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.17.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.17.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.17.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.17.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.17.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.17.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.17.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.17.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.17.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.17.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.17.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.17.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.17.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.17.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.17.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.18.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.18.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.18.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.18.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.18.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.18.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.18.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.18.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.18.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.18.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.18.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.18.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.18.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.18.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.18.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.18.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.19.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.19.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.19.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.19.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.19.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.19.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.19.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.19.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.19.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.19.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.19.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.19.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.19.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.19.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.19.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.19.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.20.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.20.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.20.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.20.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.20.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.20.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.20.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.20.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.20.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.20.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.20.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.20.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.20.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.20.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.20.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.20.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.21.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.21.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.21.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.21.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.21.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.21.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.21.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.21.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.21.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.21.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.21.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.21.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.21.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.21.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.21.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.21.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.22.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.22.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.22.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.22.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.22.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.22.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.22.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.22.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.22.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.22.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.22.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.22.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.22.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.22.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.22.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.22.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.23.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.23.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.23.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.23.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.23.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.23.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.23.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.23.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.23.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.23.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.23.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.23.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.23.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.23.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.23.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.23.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.24.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.24.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.24.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.24.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.24.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.24.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.24.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.24.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.24.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.24.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.24.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.24.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.24.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.24.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.24.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.24.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.25.self_attn.k_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.25.self_attn.k_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.25.self_attn.v_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.25.self_attn.v_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.25.self_attn.q_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.25.self_attn.q_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.25.self_attn.out_proj.weight	[1152, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.25.self_attn.out_proj.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.25.layer_norm1.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.25.layer_norm1.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.25.mlp.fc1.weight	[4304, 1152]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.25.mlp.fc1.bias	[4304]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.25.mlp.fc2.weight	[1152, 4304]        	cuda:1    	F8_E4M3
_orig_mod.vit_model.vision_model.encoder.layers.25.mlp.fc2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.25.layer_norm2.weight	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.encoder.layers.25.layer_norm2.bias	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.post_layernorm.weight      	[1152]              	cuda:1    	BF16
_orig_mod.vit_model.vision_model.post_layernorm.bias        	[1152]              	cuda:1    	BF16
_orig_mod.connector.fc1.weight                              	[3584, 1152]        	cuda:0    	F8_E4M3
_orig_mod.connector.fc1.bias                                	[3584]              	cuda:0    	BF16
_orig_mod.connector.fc2.weight                              	[3584, 3584]        	cuda:0    	F8_E4M3
_orig_mod.connector.fc2.bias                                	[3584]              	cuda:0    	BF16
_orig_mod.vit_pos_embed.pos_embed                           	[4900, 3584]        	cuda:0    	BF16
